# SPHEREx Light Curve Data
# Source: 318381458887086976
# RA: 25.99816
# Dec: 35.533183
# Generated: 2026-05-12T13:32:10.943487
# Number of observations: 278
#
# Column descriptions:
# - obs_id: Observation identifier
# - mjd: Modified Julian Date
# - flux: Flux density in microJansky (μJy)
# - flux_error: Flux density uncertainty in microJansky (μJy)
# - mag_ab: AB magnitude
# - mag_ab_error: AB magnitude uncertainty
# - wavelength: Central wavelength in microns
# - bandwidth: Bandwidth in microns
# - band: SPHEREx detector band (D1-D6)
# - flag: Combined flag bitmap (integer)
# - flag_binary: Flag bitmap in binary format
# - pix_x, pix_y: Pixel coordinates
# - is_upper_limit: True if flux_error > flux
# - snr: Signal-to-noise ratio
#
obs_id,mjd,flux,flux_error,mag_ab,mag_ab_error,wavelength,bandwidth,band,flag,flag_binary,pix_x,pix_y,is_upper_limit,snr,correction_factor,flux_calib,flux_error_calib
2025W29_2A_0689_1,60876.215291062,323.401089207244,39.28723844779898,17.625646304333948,0.1318968259269099,1.0186001082886738,0.0270474863497317,D1,2097152,1000000000000000000000,9.441618556645397,9.06102265720216,False,8.231708360895551,1.3743742256178066,444.4741215431612,53.99536791835584
2025W29_2A_0689_1,60876.2152910735,139.45316506800498,25.387731834787147,18.538929061042857,0.1976604804650869,3.458262537456084,0.0979445928220929,D4,2097152,1000000000000000000000,9.854230938747016,9.193388240537187,False,5.492935169455407,1.3944512916768805,194.4606461575088,35.4019554497652
2025W29_2A_0689_2,60876.2167833305,102.51833827879352,27.73529579080906,18.87299610479048,0.2937349092400012,3.5520443555787784,0.0990241490465333,D4,2097152,1000000000000000000000,9.932203273409543,9.120130050506724,False,3.696313140196114,1.4063307998455856,144.174696670456,39.00500071344241
2025W29_2A_0689_2,60876.2167833305,210.09675356803683,38.56053800194184,18.09395164573882,0.1992728182261134,1.0429476631049692,0.0278096698603562,D1,2097152,1000000000000000000000,9.727475323792552,9.880970959536562,False,5.448491241420354,1.3816735866875527,290.2851350537603,53.278076845744664
2025W29_2A_0689_3,60876.2182755875,255.96050397756903,47.32980388285095,17.879567608477423,0.2007641055598815,1.0675672149056543,0.0285358694007197,D1,2097152,1000000000000000000000,9.5809010960383,9.734458775442306,False,5.408019534818133,1.3804554842162473,353.34208145858975,65.33668733696103
2025W29_2A_0689_3,60876.2182755875,85.37754225686169,28.369360529474424,19.071640878211944,0.3607698349996852,3.6474463350570248,0.1016104021521744,D4,2097152,1000000000000000000000,9.556996612948012,9.051057728498575,False,3.0094982989890964,1.417291206056332,121.00483983535295,40.20764519986571
2025W29_2A_0689_4,60876.2197678445,82.01245887849878,28.94613518753647,19.11530041748062,0.3832084465055717,3.745365407804035,0.1034211563336049,D4,2097152,1000000000000000000000,9.863522412302574,9.91928065741338,False,2.833278375408522,1.4262069395178325,116.96673797943583,41.28317887668583
2025W29_2A_0689_4,60876.2197678445,394.3347253374709,50.499924176358455,17.41033744256672,0.1390432860532119,1.093221112015691,0.029140932974502,D1,2097152,1000000000000000000000,9.105566037969783,9.521600304669876,False,7.808620146841305,1.3757579267703557,542.5091241838367,69.47567098692707
2025W29_2A_0776_1,60876.622765483,200.0856487230064,37.36544803968614,18.146960150772323,0.2027582687844777,0.7499595393239449,0.0175561051693034,D1,2097152,1000000000000000000000,9.86236441192332,9.585831182624958,False,5.354830711798071,1.3719319326202501,274.50389074213064,51.262851342308146
2025W29_2A_0776_1,60876.622765483,220.0284931791404,40.137729096341175,18.043802688521676,0.198060646723562,2.442263200504592,0.0548113291624595,D4,2097152,1000000000000000000000,9.599628675782412,9.83213154837978,False,5.481837117665869,1.4018377965212698,308.44425805014146,56.266585713782575
2025W29_2A_0802_1,60876.760639187,164.00330765772594,25.902318124752863,18.36286848227386,0.1714787645252839,2.707489915000184,0.0775629265229779,D4,2097152,1000000000000000000000,9.419964485132958,9.231118124867828,False,6.331607343707224,1.4399378809415952,236.1545752960784,37.297729072031714
2025W29_2A_0802_1,60876.760639187,183.91101896637144,34.034788379394136,18.238480623439223,0.2009276125621727,0.8229264301552316,0.0205466825708032,D1,2097152,1000000000000000000000,9.568288838321743,9.591686128148822,False,5.403618700850147,1.37306598110116,252.52196369237487,46.73201009772317
