# SPHEREx Light Curve Data
# Source: 4012093916593061120
# RA: 186.628469
# Dec: 30.647967
# Generated: 2026-05-12T13:16:04.705665
# Number of observations: 228
#
# Column descriptions:
# - obs_id: Observation identifier
# - mjd: Modified Julian Date
# - flux: Flux density in microJansky (μJy)
# - flux_error: Flux density uncertainty in microJansky (μJy)
# - mag_ab: AB magnitude
# - mag_ab_error: AB magnitude uncertainty
# - wavelength: Central wavelength in microns
# - bandwidth: Bandwidth in microns
# - band: SPHEREx detector band (D1-D6)
# - flag: Combined flag bitmap (integer)
# - flag_binary: Flag bitmap in binary format
# - pix_x, pix_y: Pixel coordinates
# - is_upper_limit: True if flux_error > flux
# - snr: Signal-to-noise ratio
#
obs_id,mjd,flux,flux_error,mag_ab,mag_ab_error,wavelength,bandwidth,band,flag,flag_binary,pix_x,pix_y,is_upper_limit,snr,correction_factor,flux_calib,flux_error_calib
2025W20_1C_0330_1,60809.1150493835,838.2614115577846,37.51933278928957,16.591551314125006,0.0485959360958755,2.0575072391134266,0.0513271420823875,D3,2097152,1000000000000000000000,9.51913063499497,9.692968708404422,False,22.34211936191676,1.3722131032187979,1150.2732928622775,51.48452007748984
2025W20_1C_0330_2,60809.1165416405,246.2364469958297,133.29857821522126,17.92161916001401,0.5877565818414369,4.781801139693664,0.036261851918166,D6,2097152,1000000000000000000000,9.020892477092923,9.903395856922211,False,1.8472548641761295,1.1866777935891124,292.2033236222336,158.18246268500448
2025W20_1C_0330_2,60809.1165416405,824.9953387098217,37.65223305602074,16.60887126310495,0.0495522710259718,2.1060116943749296,0.0526481089791432,D3,2097152,1000000000000000000000,9.550556732703573,9.696239701371342,False,21.91092723457744,1.3692699273034479,1129.6413074608809,51.55607041943
2025W20_1C_0330_3,60809.118033886,856.8474390129725,37.706707725001024,16.56774124242923,0.0477792613658577,2.154557397230741,0.0539580440279802,D3,2097152,1000000000000000000000,9.095844990410404,9.746775148420198,False,22.72400564011185,1.3655972203434061,1170.1084809744814,51.492175257562636
2025W20_1C_0330_3,60809.118033886,272.0296068675009,115.6290449703956,17.81345956528731,0.4615035910672518,4.816362928960289,0.0366251321046123,D6,2097152,1000000000000000000000,9.395260478335253,9.986828697909722,False,2.3526061893631343,1.1889611724253066,323.4326403155791,137.47844487442006
2025W20_1C_0330_4,60809.1195261545,877.4075121791739,39.7455813612704,16.541996628942123,0.0491826386987656,2.2049211305705185,0.0550419165786096,D3,2097152,1000000000000000000000,9.277284178716371,9.77792130717984,False,22.075598900011386,1.3620640714885388,1195.0852483933952,54.136028372610944
2025W20_1C_0330_4,60809.1195261545,393.7381913126674,160.13290486532065,17.411981145067124,0.4415677631009992,4.851177815861131,0.0369423565855496,D6,2097152,1000000000000000000000,9.440537107458397,9.045511295285785,False,2.458821262524525,1.1974368636502588,471.4766249047661,191.74904336913482
2025W20_1C_0544_1,60810.4731066175,1056.2326142457362,42.33868193221514,16.34060106634653,0.0435213221174498,1.3939488572899414,0.0336111268831228,D2,2097152,1000000000000000000000,9.75432139702754,9.645904582169647,False,24.947224760959266,1.3593234077328653,1435.7617165551071,57.55196140301658
2025W20_1C_0544_1,60810.4731066175,401.77529341784526,71.31039279676898,17.390041932671515,0.1927054164439483,4.161648490814303,0.0368382598193761,D5,2097152,1000000000000000000000,9.269109397696829,9.897710422179223,False,5.6341758565667215,1.30973613341055,526.2196193009778,93.39779813362773
2025W20_1C_0544_2,60810.4745988745,342.4892725052426,67.42000589716999,17.56338256747079,0.2137303185939745,4.19758972894627,0.0367737587622974,D5,2097152,1000000000000000000000,9.79643079654184,9.574174746790696,False,5.079935368555328,1.300748013761684,445.49224094587845,87.69643875854489
