# SPHEREx Light Curve Data
# Source: 1662622870104953472
# RA: 205.250219
# Dec: 60.436094
# Generated: 2026-05-12T13:24:04.950755
# Number of observations: 266
#
# Column descriptions:
# - obs_id: Observation identifier
# - mjd: Modified Julian Date
# - flux: Flux density in microJansky (μJy)
# - flux_error: Flux density uncertainty in microJansky (μJy)
# - mag_ab: AB magnitude
# - mag_ab_error: AB magnitude uncertainty
# - wavelength: Central wavelength in microns
# - bandwidth: Bandwidth in microns
# - band: SPHEREx detector band (D1-D6)
# - flag: Combined flag bitmap (integer)
# - flag_binary: Flag bitmap in binary format
# - pix_x, pix_y: Pixel coordinates
# - is_upper_limit: True if flux_error > flux
# - snr: Signal-to-noise ratio
#
obs_id,mjd,flux,flux_error,mag_ab,mag_ab_error,wavelength,bandwidth,band,flag,flag_binary,pix_x,pix_y,is_upper_limit,snr,correction_factor,flux_calib,flux_error_calib
2025W18_2B_0077_1,60797.013407659,230.42608248932572,56.85546657842305,17.99367090904142,0.2678951871929224,3.9807440040327897,0.0364297119039917,D5,2097152,1000000000000000000000,9.35435608733735,9.147070615967287,False,4.052839530768598,1.3637298181856323,314.23891957839567,77.53549509985216
2025W18_2B_0077_2,60797.014899904505,705.8151702562701,36.797425379741846,16.77827252869833,0.0566044747411214,1.2653898980517917,0.0304328730394871,D2,2097152,1000000000000000000000,9.75114050944038,9.179220136394012,False,19.18110201929627,1.3753780964287086,970.7627252975736,50.61037287226679
2025W18_2B_0077_2,60797.014899904505,142.4714739285339,59.20405130626228,18.51568020678075,0.4511779109115606,4.015688472616875,0.0365722490241915,D5,2097152,1000000000000000000000,9.495703189578688,9.107586777376069,False,2.406448051866073,1.359428219103438,193.67974207570873,80.48365803098069
2025W18_2B_0077_3,60797.01639215,168.0462976260139,52.410930604622,18.33642762852039,0.3386236155535214,4.05080397157686,0.0366734315036041,D5,2097152,1000000000000000000000,9.216416310877282,9.040915417176125,False,3.206321576194152,1.3466561457722577,226.3005794723456,70.57950180435753
2025W18_2B_0077_3,60797.01639215,656.6113254300523,38.99593980236826,16.856729076749865,0.0644815312228575,1.2954406796392448,0.0312100564891719,D2,2097152,1000000000000000000000,9.040672684437087,9.009110644196014,False,16.83794078967615,1.3753051394791596,903.0409305041738,53.63131642901699
2025W18_2B_0077_4,60797.017884407,209.40683856289996,57.01752157716532,18.09752284936456,0.2956254337573193,4.08611929488357,0.0367230167974853,D5,2097152,1000000000000000000000,9.608916275112204,9.976547072699177,False,3.6726752193095034,1.3340892427878903,279.3674106929852,76.06646218652267
2025W18_2B_0077_4,60797.0178844185,651.666149607769,36.26293841089515,16.864937093937137,0.060417416413789,1.326282281786113,0.0319740862948061,D2,2097152,1000000000000000000000,9.995567376370008,9.804552535980086,False,17.970583139836695,1.3726239990444087,894.4925963164877,49.775379538664
2025W18_2B_0417_1,60799.2586627635,644.0990162225762,34.18651460519225,16.87761841042971,0.0576270661598454,1.8848105066719731,0.0459892091034516,D3,2228224,1000100000000000000000,9.92969957412864,9.889632723784285,False,18.84073365363635,1.3886385538132708,894.4207263998687,47.472712201270426
2025W18_2B_0417_2,60799.260155008495,570.2218442272226,32.35228199539008,17.00989037406574,0.0616006633638232,1.928775280786685,0.047078846856876,D3,2097152,1000000000000000000000,9.267379419058694,9.78010358116931,False,17.625397933551465,1.387725048753748,791.3111365806747,44.8960721093477
2025W18_2B_0417_2,60799.26015502,238.71068418397587,117.39113975710382,17.955320356145627,0.5339342517818684,4.650558454512217,0.0367246200678727,D6,2097153,1000000000000000000001,9.88360553669641,9.628606163966545,False,2.033464234846825,1.1859663208973383,283.1028318805563,139.2219381236777
